City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
naze,28.3667,129.4833,58.73000000000004,67,20,2.57,JP,1612737228
seybaplaya,19.65,-90.6667,78.53000000000004,78,40,5.14,MX,1612737033
tuatapere,-46.1333,167.6833,65.93000000000004,58,100,2.99,NZ,1612737026
iranshahr,27.2025,60.6848,55.13000000000004,24,0,2.48,IR,1612737233
agadir,30.4202,-9.5982,53.33000000000004,94,0,2.57,MA,1612737236
mount gambier,-37.8333,140.7667,56.93000000000004,67,90,4.63,AU,1612737237
takoradi,4.8845,-1.7554,78.53000000000004,88,59,4.38,GH,1612737238
camacari,-12.6975,-38.3242,82.13000000000004,78,40,7.2,BR,1612737240
vardo,70.3705,31.1107,20.930000000000042,79,90,8.23,NO,1612737241
laguna,38.421,-121.4238,65.93000000000004,42,1,1.77,US,1612737242
kabinda,-6.1333,24.4833,65.93000000000004,87,97,0.32,CD,1612737061
sorland,67.667,12.6934,29.930000000000042,80,40,3.6,NO,1612737044
qaqortoq,60.7167,-46.0333,37.13000000000004,28,20,19.03,GL,1612736947
sinnamary,5.3833,-52.95,76.73000000000005,82,99,6.6,GF,1612737020
lasa,46.6166,10.7002,38.93000000000004,93,90,2.57,IT,1612736873
padang,-0.9492,100.3543,74.93000000000004,88,20,1.03,ID,1612736642
anda,46.4,125.3167,-13.26999999999996,87,0,1.95,CN,1612737249
berlevag,70.8578,29.0864,26.33000000000004,74,75,13.89,NO,1612737251
the valley,18.217,-63.0578,80.33000000000004,73,40,5.66,AI,1612737252
seoul,37.5683,126.9778,24.53000000000004,50,0,6.17,KR,1612736858
lavrentiya,65.5833,-171.0,-9.669999999999959,85,0,3.51,RU,1612737254
fort nelson,58.8053,-122.7002,-13.26999999999996,64,75,4.63,CA,1612736959
kosa,59.9445,54.9977,-20.469999999999956,87,100,3.77,RU,1612737256
aiquile,-18.2041,-65.1807,60.530000000000044,79,97,2.46,BO,1612737257
belmonte,-15.8631,-38.8828,78.53000000000004,78,75,4.63,BR,1612737258
oxapampa,-10.5775,-75.4017,64.13000000000004,90,96,0.3,PE,1612737260
batagay,67.6333,134.6333,-34.86999999999996,83,30,0.88,RU,1612737261
taoudenni,22.6783,-3.9836,58.73000000000004,32,0,3.12,ML,1612737263
bogotol,56.2078,89.5342,13.73000000000004,94,60,4.04,RU,1612737264
norman wells,65.282,-126.8329,-22.26999999999996,69,40,2.06,CA,1612737265
susangerd,31.5608,48.1831,53.33000000000004,100,90,2.06,IR,1612737266
corozal,9.3151,-75.2928,80.33000000000004,72,53,5.37,CO,1612737267
hamilton,39.1834,-84.5333,22.73000000000004,33,75,2.57,US,1612737063
luanda,-8.8368,13.2343,78.53000000000004,83,20,2.57,AO,1612736743
baker city,44.7749,-117.8344,42.530000000000044,42,1,4.63,US,1612737271
abu dhabi,24.4667,54.3667,69.53000000000004,83,0,3.09,AE,1612737264
kaniama,-7.5667,24.1833,65.93000000000004,94,100,0.87,CD,1612737273
shahrud,36.4182,54.9763,44.33000000000004,80,100,0.95,IR,1612736993
thompson,55.7435,-97.8558,-24.069999999999958,62,75,7.2,CA,1612737275
medea,36.2642,2.7539,53.33000000000004,82,40,3.6,DZ,1612737271
vao,-22.6667,167.4833,76.73000000000005,81,88,2.4,NC,1612737016
sistranda,63.7256,8.834,22.73000000000004,86,40,4.12,NO,1612737278
ancud,-41.8697,-73.8203,74.93000000000004,43,0,2.24,CL,1612737054
bengkulu,-3.8004,102.2655,74.93000000000004,81,91,2.24,ID,1612737281
oranjestad,12.524,-70.027,80.33000000000004,74,20,8.23,AW,1612737282
san felipe,10.3399,-68.7425,71.33000000000004,86,74,2.35,VE,1612737283
key largo,25.0865,-80.4473,78.53000000000004,96,43,2.44,US,1612737275
salalah,17.0151,54.0924,71.33000000000004,73,75,2.57,OM,1612736993
provideniya,64.3833,-173.3,-2.4699999999999562,82,69,7.67,RU,1612737287
wanaka,-44.7,169.15,65.93000000000004,45,89,2.89,NZ,1612737289
kieta,-6.2167,155.6333,85.73000000000005,67,33,2.56,PG,1612737290
ponta do sol,32.6667,-17.1,56.93000000000004,73,41,1.79,PT,1612737291
valdez,1.2492,-78.9831,80.33000000000004,78,67,2.0,EC,1612737292
cape canaveral,28.4058,-80.6048,65.93000000000004,82,90,5.14,US,1612737294
cap malheureux,-19.9842,57.6142,74.93000000000004,87,53,0.45,MU,1612737295
garissa,-0.4536,39.6401,76.73000000000005,66,38,5.28,KE,1612737296
sinfra,6.6167,-5.9167,85.73000000000005,66,75,3.09,CI,1612737297
quebo,11.3333,-14.9333,67.73000000000005,70,19,1.49,GW,1612737300
abu zabad,12.35,29.25,60.530000000000044,30,32,4.78,SD,1612737301
kankan,10.3854,-9.3057,74.93000000000004,22,64,2.72,GN,1612737303
pa sang,18.5262,98.9394,71.33000000000004,78,75,0.51,TH,1612737304
yerbogachen,61.2767,108.0108,19.13000000000004,98,100,2.22,RU,1612737306
balkanabat,39.5108,54.3671,44.33000000000004,78,82,5.09,TM,1612737307
beberibe,-4.1797,-38.1306,82.13000000000004,78,0,3.09,BR,1612737308
ushtobe,45.2514,77.9838,31.73000000000004,94,100,2.91,KZ,1612737310
alyangula,-13.8483,136.4192,80.33000000000004,83,90,4.63,AU,1612737311
santo tomas,14.1079,121.1414,76.73000000000005,83,20,0.51,PH,1612737312
guhagar,17.4842,73.1929,71.33000000000004,37,53,2.38,IN,1612737313
gat,31.61,34.7642,56.93000000000004,89,22,1.31,IL,1612737033
oyon,-10.6681,-76.7731,47.93000000000004,73,100,2.46,PE,1612737316
devgarh,25.5333,73.9,55.13000000000004,37,0,1.89,IN,1612737317
kudowa-zdroj,50.443,16.244,22.73000000000004,72,100,7.68,PL,1612737318
half moon bay,37.4636,-122.4286,65.93000000000004,72,1,6.69,US,1612737055
axim,4.8699,-2.2405,78.53000000000004,86,53,3.54,GH,1612737096
te anau,-45.4167,167.7167,64.13000000000004,60,100,1.27,NZ,1612737030
touros,-5.1989,-35.4608,82.13000000000004,78,20,6.17,BR,1612737284
tchollire,8.4022,14.1698,71.33000000000004,21,91,1.04,CM,1612737326
visnes,59.3556,5.2242,24.53000000000004,53,0,3.6,NO,1612737327
bosaso,11.2842,49.1816,73.13000000000004,79,16,0.94,SO,1612737328
nishihara,26.1842,127.7558,60.530000000000044,63,1,1.54,JP,1612737330
akdepe,42.0551,59.3788,44.33000000000004,81,0,3.09,TM,1612737331
cockburn town,21.4612,-71.1419,80.33000000000004,69,20,4.12,TC,1612737333
kahului,20.8947,-156.47,76.73000000000005,57,20,4.12,US,1612737099
kutum,14.2,24.6667,49.73000000000004,40,7,3.09,SD,1612737256
kuala terengganu,5.3302,103.1408,78.53000000000004,89,20,1.48,MY,1612737085
nizwa,22.9333,57.5333,53.33000000000004,71,3,0.93,OM,1612737338
ahipara,-35.1667,173.1667,71.33000000000004,57,13,4.06,NZ,1612737339
gizo,-8.103,156.8419,83.93000000000004,74,71,3.74,SB,1612737340
winnemucca,40.973,-117.7357,53.33000000000004,17,1,9.26,US,1612737341
black river,18.0264,-77.8487,82.13000000000004,65,20,5.66,JM,1612737342
klaksvik,62.2266,-6.589,35.33000000000004,64,20,7.2,FO,1612737343
kuvshinovo,57.0295,34.1725,-0.6699999999999591,94,94,2.28,RU,1612737344
amapa,1.0,-52.0,73.13000000000004,97,100,2.24,BR,1612737345
edd,13.9297,41.6925,73.13000000000004,76,10,2.74,ER,1612737347
plouzane,48.3833,-4.6167,38.93000000000004,81,0,5.66,FR,1612737210
terney,45.0503,136.6092,-2.4699999999999562,84,1,8.1,RU,1612737349
sijunjung,-0.6876,100.9537,69.53000000000004,89,100,0.51,ID,1612737351
praia,14.9215,-23.5087,67.73000000000005,64,40,9.77,CV,1612737353
ierapetra,35.01,25.7353,62.33000000000004,85,100,4.25,GR,1612737354
vaxjo,56.8777,14.8091,17.33000000000004,93,75,3.6,SE,1612737356
yaan,7.3833,8.5667,78.53000000000004,17,96,1.21,NG,1612737358
beyneu,45.3167,55.2,24.53000000000004,88,77,6.88,KZ,1612737261
visaginas,55.6,26.4167,1.1300000000000416,92,2,0.85,LT,1612737360
melipilla,-33.7,-71.2167,74.93000000000004,63,20,4.63,CL,1612737134
cansancao,-10.6672,-39.4992,82.13000000000004,48,96,1.61,BR,1612737362
somoto,13.4808,-86.5821,101.93000000000004,29,20,2.06,NI,1612737364
zandvoort,52.3749,4.5341,22.73000000000004,80,75,10.8,NL,1612737365
boa vista,2.8197,-60.6733,83.93000000000004,61,40,3.09,BR,1612737366
beloha,-25.1667,45.05,73.13000000000004,95,14,2.32,MG,1612737368
cururupu,-1.8283,-44.8683,74.93000000000004,92,3,1.41,BR,1612737369
asyut,27.181,31.1837,56.93000000000004,72,0,3.09,EG,1612737370
grand gaube,-20.0064,57.6608,74.93000000000004,87,39,0.45,MU,1612737371
tautira,-17.7333,-149.15,85.73000000000005,62,20,5.14,PF,1612737372
southbridge,42.0751,-72.0334,28.13000000000004,95,100,1.86,US,1612737373
victoria,22.2855,114.1577,64.13000000000004,84,0,0.45,HK,1612737207
tocopilla,-22.092,-70.1979,71.33000000000004,63,69,2.53,CL,1612737327
uaua,-9.8414,-39.4817,83.93000000000004,45,59,2.81,BR,1612737377
taltal,-25.4,-70.4833,65.93000000000004,68,44,2.38,CL,1612737378
idaho falls,43.4666,-112.0341,35.33000000000004,51,1,7.2,US,1612737379
misratah,32.3754,15.0925,67.73000000000005,32,90,7.85,LY,1612737380
sambava,-14.2667,50.1667,74.93000000000004,90,94,2.43,MG,1612737298
aleksandrovskiy zavod,50.9237,117.9374,-13.26999999999996,82,17,1.62,RU,1612737382
uri,34.0833,74.0333,42.530000000000044,53,46,4.32,IN,1612737383
petropavlovsk-kamchatskiy,53.0452,158.6483,22.73000000000004,86,75,1.0,RU,1612737384
marghita,47.35,22.3333,42.530000000000044,93,75,0.51,RO,1612737385
mastic beach,40.7668,-72.8521,29.930000000000042,93,90,5.66,US,1612737388
villarrica,-25.75,-56.4333,69.53000000000004,73,0,0.98,PY,1612737389
mayumba,-3.432,10.6554,78.53000000000004,85,100,2.3,GA,1612737390
quatre cocos,-20.2078,57.7625,80.33000000000004,74,20,3.6,MU,1612737222
rio grande,-32.035,-52.0986,69.53000000000004,71,0,4.41,BR,1612737392
asau,46.4333,26.4,29.930000000000042,73,98,0.91,RO,1612737393
russell,32.3502,-85.1999,55.13000000000004,47,1,3.09,US,1612737324
andenes,69.3143,16.1194,31.73000000000004,59,93,11.32,NO,1612737395
sarakhs,36.5449,61.1577,44.33000000000004,76,8,1.03,IR,1612737397
tecoanapa,16.5167,-98.75,82.13000000000004,63,8,4.07,MX,1612737400
ulan-ude,51.8261,107.6098,-11.469999999999956,77,76,2.0,RU,1612737401
coihaique,-45.5752,-72.0662,78.53000000000004,29,0,3.6,CL,1612737402
oriximina,-1.7656,-55.8661,80.33000000000004,66,100,1.5,BR,1612737403
kongwa,-6.2,36.4167,65.93000000000004,91,100,1.11,TZ,1612737405
san rafael,-34.6177,-68.3301,69.53000000000004,48,0,9.7,AR,1612737406
derzhavinsk,51.1,66.3167,11.930000000000042,96,100,3.03,KZ,1612737407
tiarei,-17.5333,-149.3333,85.73000000000005,62,20,5.14,PF,1612737408
namatanai,-3.6667,152.4333,83.93000000000004,70,100,1.87,PG,1612737409
astaneh-ye ashrafiyeh,37.2596,49.9444,49.73000000000004,85,0,0.54,IR,1612737410
rameswaram,9.2833,79.3,76.73000000000005,74,7,10.38,IN,1612737411
juterbog,51.9833,13.0833,20.930000000000042,66,100,2.68,DE,1612737413
sahuaripa,29.05,-109.2333,80.33000000000004,16,0,4.24,MX,1612737414
nago,26.5881,127.9761,60.530000000000044,93,1,2.06,JP,1612737415
miguel hidalgo,19.4225,-99.2028,76.73000000000005,14,1,5.14,MX,1612737416
soavinandriana,-19.1667,46.7333,60.530000000000044,97,100,0.2,MG,1612737417
vad,55.5301,44.2114,-15.069999999999958,88,42,4.11,RU,1612737418
nabire,-3.3667,135.4833,80.33000000000004,71,80,0.75,ID,1612737420
kozlovo,56.5167,36.2667,-4.2699999999999605,92,58,1.65,RU,1612737421
xinzhou,38.4092,112.7333,24.53000000000004,79,5,0.09,CN,1612737422
poum,-20.2333,164.0167,78.53000000000004,70,44,1.46,NC,1612737424
kailua,21.4022,-157.7394,78.53000000000004,50,40,2.57,US,1612737253
jalu,29.0331,21.5482,65.93000000000004,25,100,7.42,LY,1612737426
cardston,49.2,-113.3019,-4.2699999999999605,65,100,3.6,CA,1612737358
iquitos,-3.7481,-73.2472,80.33000000000004,83,75,2.57,PE,1612737265
kargasok,59.0556,80.8572,6.53000000000004,93,100,5.85,RU,1612737430
almaznyy,48.0448,40.045,15.53000000000004,67,0,2.0,RU,1612737432
yashkul,46.1711,45.3435,24.53000000000004,77,100,2.96,RU,1612737232
tura,25.5198,90.2201,56.93000000000004,45,2,1.22,IN,1612737234
lehtmetsa,59.3237,25.3457,24.53000000000004,80,20,2.06,EE,1612737435
elliot,-31.3333,27.85,60.530000000000044,95,91,1.45,ZA,1612737436
gao,16.6362,1.637,73.13000000000004,19,58,3.81,ML,1612737437
jitauna,-14.0189,-39.8889,71.33000000000004,92,90,1.26,BR,1612737438
diamantino,-14.4086,-56.4461,74.93000000000004,64,39,0.14,BR,1612737244
ambulu,-8.345,113.6058,74.93000000000004,88,97,0.98,ID,1612737441
waverly,42.7392,-84.6208,10.130000000000042,61,75,7.72,US,1612737290
puerto baquerizo moreno,-0.9,-89.6,80.33000000000004,89,75,5.66,EC,1612737144
oranjemund,-28.55,16.4333,62.33000000000004,77,0,8.51,NA,1612737306
namwala,-15.7504,26.4384,67.73000000000005,95,100,1.38,ZM,1612737445
bonthe,7.5264,-12.505,78.53000000000004,83,20,2.92,SL,1612737193
ust-kuyga,70.0167,135.6,-29.469999999999956,81,12,0.49,RU,1612737447
abu samrah,35.3029,37.1841,49.73000000000004,87,26,2.69,SY,1612737284
barreiras,-12.1528,-44.99,69.53000000000004,86,100,0.32,BR,1612737450
drumheller,51.4617,-112.7101,-7.869999999999962,59,2,1.03,CA,1612737451
okha,53.5739,142.9478,15.53000000000004,97,100,10.27,RU,1612737437
sabang,5.8933,95.3214,80.33000000000004,80,8,6.69,ID,1612737453
alta floresta,-9.8756,-56.0861,69.53000000000004,97,100,0.62,BR,1612737289
cayenne,4.9333,-52.3333,80.33000000000004,78,75,5.14,GF,1612737162
pierre,44.3683,-100.351,-0.6699999999999591,71,90,5.66,US,1612737456
byron bay,-28.65,153.6167,78.53000000000004,65,75,7.2,AU,1612737345
kodinsk,58.6881,99.1844,22.73000000000004,96,86,2.57,RU,1612737459
tromso,69.6496,18.957,26.33000000000004,68,75,5.14,NO,1612737461
guiyang,26.5833,106.7167,46.13000000000004,93,90,2.0,CN,1612737462
sao joao da barra,-21.6403,-41.0511,71.33000000000004,100,90,2.06,BR,1612737463
olga,43.7444,135.2892,-0.6699999999999591,79,0,6.23,RU,1612737464
syracuse,37.0881,15.2792,60.530000000000044,77,40,4.63,IT,1612737374
quime,-16.9833,-67.2167,55.13000000000004,74,92,1.76,BO,1612737466
sungairaya,0.7,108.9,73.13000000000004,91,88,2.81,ID,1612737467
kijang,35.2442,129.2139,33.530000000000044,32,0,3.09,KR,1612737454
ahuimanu,21.4447,-157.8378,78.53000000000004,50,40,2.57,US,1612737469
paamiut,61.994,-49.6678,28.13000000000004,86,84,3.68,GL,1612737470
saulkrasti,57.2622,24.4147,10.130000000000042,85,20,1.54,LV,1612737472
yokadouma,3.5167,15.05,69.53000000000004,64,98,0.74,CM,1612737473
novikovo,51.1537,37.8879,2.9300000000000423,92,55,2.48,RU,1612737474
eganville,45.5334,-77.0994,19.13000000000004,49,40,4.12,CA,1612737475
duvan,55.695,57.9024,-7.869999999999962,89,100,6.25,RU,1612737476
buchanan,5.8808,-10.0467,76.73000000000005,94,20,3.22,LR,1612737477
waingapu,-9.6567,120.2641,78.53000000000004,80,94,4.17,ID,1612737439
karpogory,64.0019,44.4451,-24.069999999999958,86,52,3.16,RU,1612737479
paso de los toros,-32.8167,-56.5167,78.53000000000004,39,1,1.29,UY,1612737480
ponta delgada,37.7333,-25.6667,56.93000000000004,77,20,3.09,PT,1612737482
middlebury,44.0153,-73.1673,26.33000000000004,93,90,1.29,US,1612737483
altamont,42.2068,-121.7372,51.530000000000044,19,1,3.6,US,1612737484
fortuna,40.5982,-124.1573,53.33000000000004,81,1,5.14,US,1612737228
staryy nadym,65.6118,72.6842,2.9300000000000423,94,100,7.8,RU,1612737486
egvekinot,66.3167,-179.1667,-13.26999999999996,86,0,6.86,RU,1612737487
lasem,-6.6922,111.4527,76.73000000000005,87,100,3.91,ID,1612737488
aneho,6.2333,1.6,83.93000000000004,84,20,4.63,TG,1612737489
wuhu,31.3366,118.3755,42.530000000000044,70,20,8.0,CN,1612737490
punta cardon,11.6581,-70.215,76.73000000000005,78,99,12.35,VE,1612737492
svetlyy,54.675,20.1347,4.7300000000000395,85,0,5.0,RU,1612737493
olafsvik,64.8945,-23.7142,33.530000000000044,83,43,6.87,IS,1612737494
diffa,13.3154,12.6113,67.73000000000005,21,0,4.26,NE,1612737495
atasu,48.6814,71.6433,29.930000000000042,95,100,9.8,KZ,1612737496
nautla,20.2167,-96.7833,73.13000000000004,75,15,3.25,MX,1612737497
golovchino,50.5341,35.797,6.53000000000004,72,0,3.0,RU,1612737498
robertsport,6.7533,-11.3686,80.33000000000004,82,54,4.32,LR,1612737499
general roca,-39.0333,-67.5833,71.33000000000004,46,75,2.06,AR,1612737301
marsa matruh,31.3525,27.2453,53.33000000000004,87,0,3.09,EG,1612737502
de aar,-30.6497,24.0123,67.73000000000005,63,10,7.22,ZA,1612737503
dormidontovka,47.7702,134.9076,-16.869999999999962,87,65,4.45,RU,1612737504
wawa,9.9022,4.4192,80.33000000000004,21,86,3.15,NG,1612737505
burla,21.5,83.8667,53.33000000000004,46,0,2.94,IN,1612737506
valdivia,-39.8142,-73.2459,73.13000000000004,60,0,4.12,CL,1612737507
itoman,26.1247,127.6694,60.530000000000044,72,20,2.57,JP,1612737508
yumen,40.2833,97.2,26.33000000000004,74,55,3.49,CN,1612737476
lokosovo,61.1333,74.8167,4.7300000000000395,93,74,5.82,RU,1612737510
samarai,-10.6167,150.6667,83.93000000000004,69,98,1.84,PG,1612737511
del rio,29.3627,-100.8968,74.93000000000004,25,1,7.72,US,1612737513
vuktyl,63.8567,57.3094,-24.069999999999958,86,100,4.2,RU,1612737514
huilong,31.8111,121.655,44.33000000000004,80,100,0.45,CN,1612737515
yeppoon,-23.1333,150.7333,80.33000000000004,78,90,3.09,AU,1612737516
hengshui,37.7322,115.7011,26.33000000000004,79,0,2.01,CN,1612737517
enshi,30.3,109.4833,46.13000000000004,80,100,0.98,CN,1612737518
pacific grove,36.6177,-121.9166,60.530000000000044,77,20,3.6,US,1612737519
prince rupert,54.3161,-130.3201,33.530000000000044,55,1,4.63,CA,1612737520
santa isabel do rio negro,-0.4139,-65.0192,78.53000000000004,81,98,1.36,BR,1612737521
grand-lahou,5.1367,-5.0242,78.53000000000004,89,75,4.65,CI,1612737523
talara,-4.5772,-81.2719,76.73000000000005,73,10,5.91,PE,1612737524
el real de santa maria,8.109,-77.7325,82.13000000000004,76,60,1.47,PA,1612737525
sur,22.5667,59.5289,62.33000000000004,72,0,1.75,OM,1612737451
warri,5.5167,5.75,80.33000000000004,84,97,1.58,NG,1612737527
high level,58.5169,-117.136,-16.869999999999962,63,20,1.12,CA,1612737528
mochudi,-24.4167,26.15,69.53000000000004,100,0,2.06,BW,1612737529
lincoln,40.8,-96.667,6.53000000000004,66,90,4.63,US,1612737507
bambanglipuro,-7.95,110.2833,74.93000000000004,89,92,2.86,ID,1612737531
leningradskiy,69.3833,178.4167,-15.069999999999958,84,0,3.49,RU,1612737438
lima,-12.0432,-77.0282,74.93000000000004,69,75,6.17,PE,1612737510
maningrida,-12.0667,134.2667,80.33000000000004,82,100,4.2,AU,1612737430
saint-joseph,-21.3667,55.6167,80.33000000000004,69,90,1.54,RE,1612737536
tambura,5.6,27.4667,64.13000000000004,26,74,2.23,SS,1612737537
wangaratta,-36.3667,146.3333,65.93000000000004,63,7,3.09,AU,1612737406
rawson,-43.3002,-65.1023,58.73000000000004,55,8,6.57,AR,1612737539
mabaruma,8.2,-59.7833,73.13000000000004,97,100,1.98,GY,1612737540
porto nacional,-10.7081,-48.4172,76.73000000000005,88,20,2.57,BR,1612737541
boyolangu,-8.1181,111.8935,74.93000000000004,89,100,3.47,ID,1612737334
sadiqabad,28.3062,70.1307,53.33000000000004,39,0,1.25,PK,1612737544
gewane,10.1664,40.6453,71.33000000000004,65,97,1.95,ET,1612737545
havelock,34.8791,-76.9013,46.13000000000004,71,75,7.72,US,1612737546
lorengau,-2.0226,147.2712,82.13000000000004,76,100,2.64,PG,1612737547
lalmohan,22.3384,90.7419,62.33000000000004,57,0,4.58,BD,1612737548
batticaloa,7.7102,81.6924,76.73000000000005,86,12,5.21,LK,1612737549
mildura,-34.2,142.15,60.530000000000044,58,0,5.14,AU,1612737550
buala,-8.145,159.5921,83.93000000000004,76,72,3.86,SB,1612737551
balabac,7.9868,117.0645,78.53000000000004,81,98,3.18,PH,1612738184
el vigia,8.6219,-71.6506,78.53000000000004,76,73,1.2,VE,1612738185
penzance,50.1186,-5.5371,35.33000000000004,69,90,10.8,GB,1612738186
bardiyah,31.7561,25.0865,64.13000000000004,46,99,8.32,LY,1612738187
tahta,26.7693,31.5021,56.93000000000004,54,0,2.57,EG,1612737963
chipinge,-20.1883,32.6236,64.13000000000004,93,89,1.61,ZW,1612738189
nara,34.6851,135.8049,44.33000000000004,87,75,3.6,JP,1612738190
ampanihy,-24.7,44.75,73.13000000000004,92,3,2.27,MG,1612738191
walvis bay,-22.9575,14.5053,64.13000000000004,77,4,5.14,NA,1612738193
bitkine,11.9801,18.2138,67.73000000000005,22,42,3.6,TD,1612738194
dhidhdhoo,6.8833,73.1,80.33000000000004,72,36,3.44,MV,1612738195
san rafael del sur,11.8485,-86.4384,91.13000000000004,40,20,8.23,NI,1612738196
abay,49.6311,72.8539,31.73000000000004,93,90,11.0,KZ,1612738197
kerman,30.2832,57.0788,44.33000000000004,36,20,2.06,IR,1612737967
hami,42.8,93.45,28.13000000000004,80,79,0.49,CN,1612738199
erdenet,49.0333,104.0833,4.7300000000000395,85,0,2.04,MN,1612738203
mao,39.8885,4.2658,44.33000000000004,87,0,2.57,ES,1612738204
ulaangom,49.9811,92.0667,-7.869999999999962,90,100,0.59,MN,1612738205
san policarpo,12.1791,125.5072,80.33000000000004,84,100,8.86,PH,1612738207
sangar,63.9242,127.4739,-34.86999999999996,78,0,0.44,RU,1612738208
halifax,44.6453,-63.5724,29.930000000000042,69,100,5.14,CA,1612738209
